id	cui	judgment	target	weight	source	label	query	why
paragraph_108	C0010200	expected	3	3	paragraph_expected		Pulmonology evaluated sarcoidosis after chest imaging showed hilar lymphadenopathy. Bronchoscopy with biopsy found noncaseating granulomas, and prednisone was prescribed for worsening cough.	Sarcoidosis paragraph should retrieve sarcoidosis, hilar lymphadenopathy, bronchoscopy, prednisone, and cough.
paragraph_108	C0032952	expected	3	3	paragraph_expected		Pulmonology evaluated sarcoidosis after chest imaging showed hilar lymphadenopathy. Bronchoscopy with biopsy found noncaseating granulomas, and prednisone was prescribed for worsening cough.	Sarcoidosis paragraph should retrieve sarcoidosis, hilar lymphadenopathy, bronchoscopy, prednisone, and cough.
paragraph_108	C0036202	expected	3	3	paragraph_expected		Pulmonology evaluated sarcoidosis after chest imaging showed hilar lymphadenopathy. Bronchoscopy with biopsy found noncaseating granulomas, and prednisone was prescribed for worsening cough.	Sarcoidosis paragraph should retrieve sarcoidosis, hilar lymphadenopathy, bronchoscopy, prednisone, and cough.
paragraph_108	C0456973	expected	3	3	paragraph_expected		Pulmonology evaluated sarcoidosis after chest imaging showed hilar lymphadenopathy. Bronchoscopy with biopsy found noncaseating granulomas, and prednisone was prescribed for worsening cough.	Sarcoidosis paragraph should retrieve sarcoidosis, hilar lymphadenopathy, bronchoscopy, prednisone, and cough.
paragraph_109	C0020437	expected	3	3	paragraph_expected		Primary hyperparathyroidism caused hypercalcemia and recurrent nephrolithiasis. Parathyroid hormone was elevated, and endocrine surgery planned parathyroidectomy.	Endocrine surgery paragraph should retrieve primary hyperparathyroidism, hypercalcemia, nephrolithiasis, parathyroid hormone, and parathyroidectomy.
paragraph_109	C0030520	expected	3	3	paragraph_expected		Primary hyperparathyroidism caused hypercalcemia and recurrent nephrolithiasis. Parathyroid hormone was elevated, and endocrine surgery planned parathyroidectomy.	Endocrine surgery paragraph should retrieve primary hyperparathyroidism, hypercalcemia, nephrolithiasis, parathyroid hormone, and parathyroidectomy.
paragraph_109	C0079989	expected	3	3	paragraph_expected		Primary hyperparathyroidism caused hypercalcemia and recurrent nephrolithiasis. Parathyroid hormone was elevated, and endocrine surgery planned parathyroidectomy.	Endocrine surgery paragraph should retrieve primary hyperparathyroidism, hypercalcemia, nephrolithiasis, parathyroid hormone, and parathyroidectomy.
paragraph_109	C0221002	expected	3	3	paragraph_expected		Primary hyperparathyroidism caused hypercalcemia and recurrent nephrolithiasis. Parathyroid hormone was elevated, and endocrine surgery planned parathyroidectomy.	Endocrine surgery paragraph should retrieve primary hyperparathyroidism, hypercalcemia, nephrolithiasis, parathyroid hormone, and parathyroidectomy.
paragraph_109	C0392525	expected	3	3	paragraph_expected		Primary hyperparathyroidism caused hypercalcemia and recurrent nephrolithiasis. Parathyroid hormone was elevated, and endocrine surgery planned parathyroidectomy.	Endocrine surgery paragraph should retrieve primary hyperparathyroidism, hypercalcemia, nephrolithiasis, parathyroid hormone, and parathyroidectomy.
paragraph_109	C1737262	useful_extra	1	1.5	useful_extra_config | precision_audit_review	Recurrent kidney stone		Explicit recurrent nephrolithiasis concept.
paragraph_11	C0333548	expected	3	3	paragraph_expected		Brain MRI showed acute infarct in the right MCA territory after sudden left sided weakness and facial droop. Aspirin and statin were started, but persistent neurologic deficit remained at discharge.	Stroke paragraph should retrieve neurologic deficit, acute infarct, persistent neurologic deficit, and facial paresis/weakness concepts.
paragraph_11	C0427055	expected	3	3	paragraph_expected		Brain MRI showed acute infarct in the right MCA territory after sudden left sided weakness and facial droop. Aspirin and statin were started, but persistent neurologic deficit remained at discharge.	Stroke paragraph should retrieve neurologic deficit, acute infarct, persistent neurologic deficit, and facial paresis/weakness concepts.
paragraph_11	C0521654	expected	3	3	paragraph_expected		Brain MRI showed acute infarct in the right MCA territory after sudden left sided weakness and facial droop. Aspirin and statin were started, but persistent neurologic deficit remained at discharge.	Stroke paragraph should retrieve neurologic deficit, acute infarct, persistent neurologic deficit, and facial paresis/weakness concepts.
paragraph_11	NEW8060753	expected	3	3	paragraph_expected		Brain MRI showed acute infarct in the right MCA territory after sudden left sided weakness and facial droop. Aspirin and statin were started, but persistent neurologic deficit remained at discharge.	Stroke paragraph should retrieve neurologic deficit, acute infarct, persistent neurologic deficit, and facial paresis/weakness concepts.
paragraph_110	C0035220	expected	3	3	paragraph_expected		A premature newborn had neonatal respiratory distress with grunting and low oxygen saturation. Chest radiograph supported respiratory distress syndrome, surfactant was given, and continuous positive airway pressure was continued.	Neonatal respiratory paragraph should retrieve neonatal respiratory distress, respiratory distress syndrome, surfactant, CPAP, chest radiograph, and oxygen saturation measurement.
paragraph_110	C0038891	expected	3	3	paragraph_expected		A premature newborn had neonatal respiratory distress with grunting and low oxygen saturation. Chest radiograph supported respiratory distress syndrome, surfactant was given, and continuous positive airway pressure was continued.	Neonatal respiratory paragraph should retrieve neonatal respiratory distress, respiratory distress syndrome, surfactant, CPAP, chest radiograph, and oxygen saturation measurement.
paragraph_110	C0199451	expected	3	3	paragraph_expected		A premature newborn had neonatal respiratory distress with grunting and low oxygen saturation. Chest radiograph supported respiratory distress syndrome, surfactant was given, and continuous positive airway pressure was continued.	Neonatal respiratory paragraph should retrieve neonatal respiratory distress, respiratory distress syndrome, surfactant, CPAP, chest radiograph, and oxygen saturation measurement.
paragraph_110	C0523807	expected	3	3	paragraph_expected		A premature newborn had neonatal respiratory distress with grunting and low oxygen saturation. Chest radiograph supported respiratory distress syndrome, surfactant was given, and continuous positive airway pressure was continued.	Neonatal respiratory paragraph should retrieve neonatal respiratory distress, respiratory distress syndrome, surfactant, CPAP, chest radiograph, and oxygen saturation measurement.
paragraph_110	C3842377	expected	3	3	paragraph_expected		A premature newborn had neonatal respiratory distress with grunting and low oxygen saturation. Chest radiograph supported respiratory distress syndrome, surfactant was given, and continuous positive airway pressure was continued.	Neonatal respiratory paragraph should retrieve neonatal respiratory distress, respiratory distress syndrome, surfactant, CPAP, chest radiograph, and oxygen saturation measurement.
paragraph_110	C4281993	expected	3	3	paragraph_expected		A premature newborn had neonatal respiratory distress with grunting and low oxygen saturation. Chest radiograph supported respiratory distress syndrome, surfactant was given, and continuous positive airway pressure was continued.	Neonatal respiratory paragraph should retrieve neonatal respiratory distress, respiratory distress syndrome, surfactant, CPAP, chest radiograph, and oxygen saturation measurement.
paragraph_111	C0017741	useful_extra	1	1.5	useful_extra_config	Glucose tolerance test		Broader glucose tolerance test concept is useful beside the oral glucose tolerance test concept in gestational diabetes paragraphs.
paragraph_111	C0021641	expected	3	3	paragraph_expected		Gestational diabetes was diagnosed after an abnormal oral glucose tolerance test. Insulin was started because fasting glucose remained high, and obstetrics monitored for fetal macrosomia.	Pregnancy diabetes paragraph should retrieve gestational diabetes, oral glucose tolerance test, insulin, macrosomia, and glucose measurement.
paragraph_111	C0029161	expected	3	3	paragraph_expected		Gestational diabetes was diagnosed after an abnormal oral glucose tolerance test. Insulin was started because fasting glucose remained high, and obstetrics monitored for fetal macrosomia.	Pregnancy diabetes paragraph should retrieve gestational diabetes, oral glucose tolerance test, insulin, macrosomia, and glucose measurement.
paragraph_111	C0085207	expected	3	3	paragraph_expected		Gestational diabetes was diagnosed after an abnormal oral glucose tolerance test. Insulin was started because fasting glucose remained high, and obstetrics monitored for fetal macrosomia.	Pregnancy diabetes paragraph should retrieve gestational diabetes, oral glucose tolerance test, insulin, macrosomia, and glucose measurement.
paragraph_111	C0158915	expected	3	3	paragraph_expected		Gestational diabetes was diagnosed after an abnormal oral glucose tolerance test. Insulin was started because fasting glucose remained high, and obstetrics monitored for fetal macrosomia.	Pregnancy diabetes paragraph should retrieve gestational diabetes, oral glucose tolerance test, insulin, macrosomia, and glucose measurement.
paragraph_111	C0392201	expected	3	3	paragraph_expected		Gestational diabetes was diagnosed after an abnormal oral glucose tolerance test. Insulin was started because fasting glucose remained high, and obstetrics monitored for fetal macrosomia.	Pregnancy diabetes paragraph should retrieve gestational diabetes, oral glucose tolerance test, insulin, macrosomia, and glucose measurement.
